FID,NGAID,SRCLNKID,METLNKID,FEATTYPE,SECCLASS,NAME,AREA_,PHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGPHONE,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,SOURCE,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QA_QC
233, ,A0214, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - SACRAMENTO, CALIFORNIA",916,428-3531,3250 47TH AVE, ,SACRAMENTO,CA,95824,2441,SACRAMENTO,06067, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  24582762,TGS,-121.47182,38.51006,NAVTEQ,2006Q2,BLOCKFACE, , 
234, ,B0236, ,POINT,UNCLASSIFIED,CON-WAY FREIGHT - CENTRAL POINT OREGON,541,772-9377,375 ICE CREAM DRIVE, ,CENTRAL POINT,OR,97502, ,JACKSON,41029,SOUTH SIDE OF ICE CREAM DRIVE APPROXIMATELY .03 MILES SOUTH FROM THE INTERSECTION OF HAMRICK ROAD AND ICE CREAM DRIVE., , , ,2006/09/19 00:00:00+00,PHONE,2006/09/19 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", ,TGS,-122.88961,42.37464,NAVTEQ,2006Q2,BLOCKFACE,YES,TGS
235, ,G0021, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - SAN FRANCISCO,415,391-7149,1 CALIFORNIA ST, ,SAN FRANCISCO,CA,94111,5401,SAN FRANCISCO,06075, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  23599368,TGS,-122.39668,37.79333,NAVTEQ,2006Q2,BLOCKFACE, , 
236, ,G0721, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - FIFE,800,742-5877,5001 20TH ST E, ,FIFE,WA,98424,1911,PIERCE,53053, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 124471679,TGS,-122.3625,47.23925,NAVTEQ,2006Q2,BLOCKFACE, , 
237, ,G0724, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - FRIDAY HARBOR,800,222-8333,501 AIRPORT CIR, ,FRIDAY HARBOR,WA,98250,7175,SAN JUAN,53055, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 121247396,TGS,-123.02655,48.52822,NAVTEQ,2006Q2,BLOCKFACE, , 
238, ,B0031, ,POINT,UNCLASSIFIED,CON-WAY FREIGHT - BENICIA CALIFORNIA,707,751-0159,155 EAST CHANNEL ROAD, ,BENICIA,CA,94510,1155,SOLANO,06095,LOCATED ON THE EAST SIDE OF EAST CHANNEL ROAD 0.47 MILES NORTH OF THE T INTERSECTION OF EAST CHANNEL ROAD AND BAYSHORE ROAD., , , ,2006/09/08 00:00:00+00,PHONE,2006/09/08 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  24541015,TGS,-122.13496,38.07668,NAVTEQ,2006Q2,ONENTITY,YES,TGS
239, ,G0815, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - ANDERSON,800,742-5877,6845 EASTSIDE RD, ,ANDERSON,CA,96007,9406,SHASTA,06089, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 105390887,TGS,-122.36036,40.49187,NAVTEQ,2006Q2,BLOCKFACE, , 
240, ,E0179, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED- SAN FRANCISCO,916,371-4555,201 TOLAND STREET, ,SAN FRANCISCO,CA,94124,1119,SAN FRANCISCO,06075,LOCATED ON THE SE SIDE OF TOLAND ST BETWEEN HUDSON AVE AND GALVEZ AVE., , , ,2006/09/14 00:00:00+00,PHONE,2006/09/14 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  23618897,TGS,-122.39699,37.74536,NAVTEQ,2006Q2,ONENTITY,NO,TGS
241, ,A0197, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - PORTLAND, OREGON",503,228-2361,3333 NORTHWEST 35TH AVENUE, ,PORTLAND,OR,97210,1631,MULTNOMAH,41051,LOCATED ON WEST SIDE OF NW 35TH AVE BETWEEN NW YEON AVE AND NW GUAM ST., , , ,2006/09/25 00:00:00+00,PHONE,2006/09/25 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  21304062,TGS,-122.71934,45.54674,NAVTEQ,2006Q2,ONENTITY,YES,TGS
242, ,H0211, ,POINT,UNCLASSIFIED,YELLOW TRANSPORTATION INCORPORATED - PORTLAND,503,289-8800,10510 NORTH VANCOUVER WAY, ,PORTLAND,OR,97217,7549,MULTNOMAH,41051,"LOCATED ON THE NORTHEAST SIDE OF NORTH VANCOUVER WAY, 0.34 MILES NORTHWEST OF THE T INTERSECTION OF NORTH VANCOUVER WAY AND NORTHEAST MIDDLEFIELD ROAD.", , , ,2006/09/19 00:00:00+00,PHONE,2006/09/19 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  21299045,TGS,-122.67076,45.60013,NAVTEQ,2006Q2,ONENTITY,YES,TGS
243, ,B0310, ,POINT,UNCLASSIFIED,CON-WAY FREIGHT - REDDING,530,243-6175,2201 BRANSTETTER LANE, ,REDDING,CA,96001,4458,SHASTA,06089,LOCATED ON THE SOUTH SIDE OF BRANSTETTER LANE BETWEEN CEDARS ROAD AND WESTSIDE ROAD., , , ,2006/09/15 00:00:00+00,PHONE,2006/09/15 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 105606015,TGS,-122.38597,40.53508,NAVTEQ,2006Q2,ONENTITY,YES,TGS
244, ,E0180, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED SAN JOSE TERMINAL,408,942-1259,730 EAST CAPITOL AVENUE, ,MILPITAS,CA,95035,6812,SANTA CLARA,06085,LOCATED ON THE SW SIDE OF E CAPITOL AVE ABOUT .17 MILES SE OF THE MONTAGUE EXPRESSWAY AND E CAPITOL AVE INTERSECTION., , , ,2006/09/14 00:00:00+00,PHONE,2006/09/18 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 112041524,TGS,-121.89201,37.40817,NAVTEQ,2006Q2,ONENTITY,YES,TGS
245, ,G0743, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - TILLAMOOK,800,742-5877,5255 LONG PRAIRIE RD, ,TILLAMOOK,OR,97141,8982,TILLAMOOK,41057, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 120821450,TGS,-123.8121,45.42658,NAVTEQ,2006Q2,BLOCKFACE, , 
246, ,A0027, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - BELLINGHAM, WASHINGTON",360,647-2238,365 HARRIS AVE, ,BELLINGHAM,WA,98225,7020,WHATCOM,53073, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  85903924,TGS,-122.51198,48.72045,NAVTEQ,2006Q2,BLOCKFACE, , 
247, ,E0165, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED BENICIA/VALLEJO TERMINAL,916,371-4555,3872 SPRIG DRIVE, ,BENICIA,CA,94510,1207,SOLANO,06095,LOCATED ON THE NW SIDE OF SPRIG DR BETWEEN TEAL CT AND MALLARD DR., , , ,2006/09/14 00:00:00+00,PHONE,2006/09/14 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  24536846,TGS,-122.12398,38.06861,NAVTEQ,2006Q2,ONENTITY,NO,TGS
248, ,D0037, ,POINT,UNCLASSIFIED,FEDEX - UKIAH, , ,1329 S STATE ST, ,UKIAH,CA,95482,6459,MENDOCINO,06045, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  91186097,TGS,-123.20453,39.13342,NAVTEQ,2006Q2,BLOCKFACE, , 
249, ,E0174, ,POINT,UNCLASSIFIED,ROADWAY INCORPORATED- OAKLAND,916,371-4555,1708 WOOD STREET, ,OAKLAND,CA,94607,1624,ALAMEDA,06001,LOCATED ON THE SE SIDE OF WOOD ST BETWEEN 17TH ST AND 18TH ST., , , ,2006/09/15 00:00:00+00,PHONE,2006/09/15 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)",  23631558,TGS,-122.29559,37.81529,NAVTEQ,2006Q2,ONENTITY,NO,TGS
250, ,G0751, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - TUKWILA,800,742-5877,550 ANDOVER PARK W, ,TUKWILA,WA,98188,3320,KING,53033, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  21097062,TGS,-122.25395,47.45177,NAVTEQ,2006Q2,BLOCKFACE, , 
251, ,G0855, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - TUMWATER,800,742-5877,7383 NEW MARKET ST SW, ,TUMWATER,WA,98501,6567,THURSTON,53067, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  21130466,TGS,-122.91358,46.98087,NAVTEQ,2006Q2,BLOCKFACE, , 
252, ,G0481, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - UKIAH,707,462-6076,259 CHERRY ST, ,UKIAH,CA,95482,5804,MENDOCINO,06045, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 105415115,TGS,-123.20269,39.13908,NAVTEQ,2006Q2,BLOCKFACE, , 
253, ,G0506, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - LA JUNTA,800,742-5877,27957 OTERO AVE, ,LA JUNTA,CO,81050,9403,OTERO,08089, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  85785050,TGS,-103.51742,38.04025,NAVTEQ,2006Q2,BLOCKFACE, , 
254, ,G0471, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - ROMOLAND,800,742-5877,25283 SHERMAN RD, ,ROMOLAND,CA,92585,9352,RIVERSIDE,06065, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  24326562,TGS,-117.1808,33.75351,NAVTEQ,2006Q2,BLOCKFACE, , 
255, ,E0182, ,POINT,UNCLASSIFIED,ROADWAY EXPRESS INCORPORATED-SANTA MARIA TERMINAL,661,589-4724,1344 WHITE COURT, ,SANTA MARIA,CA,93458,3732,SANTA BARBARA,06083,LOCATED ON THE S SIDE OF WHITE CT ABOUT .09 MILES E OF THE S HANSON WAY AND WHITE CT T-INTERSECTION., , , ,2006/09/11 00:00:00+00,PHONE,2006/09/11 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",484122,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, LESS-THAN-TRUCKLOAD (LTL)", 106463833,TGS,-120.45822,34.94854,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
256, ,D0299, ,POINT,UNCLASSIFIED,FEDEX - GREELEY, , ,1255 H ST, ,GREELEY,CO,80631,9598,WELD,08123, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  41245934,TGS,-104.69545,40.44326,NAVTEQ,2006Q2,BLOCKFACE, , 
257, ,D0294, ,POINT,UNCLASSIFIED,FEDEX - PLANO, , ,1200 CAPITAL AVE, ,PLANO,TX,75074,8538,COLLIN,48085, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  17716116,TGS,-96.69736,33.01085,NAVTEQ,2006Q2,BLOCKFACE, , 
258, ,D0289, ,POINT,UNCLASSIFIED,FEDEX - DURANGO, , ,115 BODO DR, ,DURANGO,CO,81303,7943,LA PLATA,08067, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 112327092,TGS,-107.87573,37.24631,NAVTEQ,2006Q2,BLOCKFACE, , 
259, ,D0121, ,POINT,UNCLASSIFIED,FEDEX - HELENA, , ,3171 BOZEMAN AVE, ,HELENA,MT,59601,6457,LEWIS AND CLARK,30049, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  98998323,TGS,-111.98164,46.59975,NAVTEQ,2006Q2,BLOCKFACE, , 
260, ,D0113, ,POINT,UNCLASSIFIED,FEDEX - DALLAS, , ,2963 N AIRFIELD DR, ,DALLAS,TX,75261,4308,DALLAS,48113, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  17678212,TGS,-97.0205,32.91857,NAVTEQ,2006Q2,BLOCKFACE, , 
261, ,D0111, ,POINT,UNCLASSIFIED,FEDEX - SHERMAN, , ,2832 FALLON DR, ,SHERMAN,TX,75090,2009,GRAYSON,48181, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  33566218,TGS,-96.57604,33.68747,NAVTEQ,2006Q2,BLOCKFACE, , 
262, ,D0285, ,POINT,UNCLASSIFIED,FEDEX - SAN ANTONIO, , ,1102 BRUSSELS ST, ,SAN ANTONIO,TX,78219,3106,BEXAR,48029, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  18193695,TGS,-98.42835,29.43795,NAVTEQ,2006Q2,BLOCKFACE, , 
263, ,G0259, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - LAKE HAVASU CITY,800,742-5877,1657 ACOMA BOULEVARD WEST, ,LAKE HAVASU CITY,AZ,86403,2809,MOHAVE,04015, , , , ,2006/09/25 00:00:00+00,WEB,2006/09/25 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 122756344,TGS,-114.35251,34.49642,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
264, ,A0217, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - SAN ANTONIO, TEXAS",210,337-7440,4354 DIRECTOR DR, ,SAN ANTONIO,TX,78219,3204,BEXAR,48029, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  18194278,TGS,-98.41039,29.43875,NAVTEQ,2006Q2,BLOCKFACE, , 
265, ,D0105, ,POINT,UNCLASSIFIED,FEDEX - GRAND JUNCTION, , ,2768 COMPASS DR, ,GRAND JUNCTION,CO,81506,8729,MESA,08077, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 122391422,TGS,-108.54003,39.11667,NAVTEQ,2006Q2,BLOCKFACE, , 
266, ,D0253, ,POINT,UNCLASSIFIED,FEDEX - BOULDER STATION, , ,2205 CENTRAL AVE, ,BOULDER,CO,80301,2860,BOULDER,08013, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  20795254,TGS,-105.21857,40.0225,NAVTEQ,2006Q2,BLOCKFACE, , 
267, ,D0251, ,POINT,UNCLASSIFIED,FEDEX - IRVING, , ,8110 TRISTAR DR, ,IRVING,TX,75063,2813,DALLAS,48113, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  17678483,TGS,-97.0046,32.91646,NAVTEQ,2006Q2,BLOCKFACE, , 
268, ,D0090, ,POINT,UNCLASSIFIED,FEDEX - RAPID CITY, , ,2350 E SAINT PATRICK ST, ,RAPID CITY,SD,57703,5955,PENNINGTON,46103, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 125923102,TGS,-103.17581,44.06778,NAVTEQ,2006Q2,BLOCKFACE, , 
269, ,D0116, ,POINT,UNCLASSIFIED,FEDEX - PHOENIX,800,463-3339,3002 EAST OLD TOWER ROAD, ,PHOENIX,AZ,85034,6003,MARICOPA,04013, , , , ,2006/09/25 00:00:00+00,WEB,2006/09/25 00:00:00+00,MANUAL,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 102036165,TGS,-112.01565,33.42276,NAVTEQ,2006Q2,BLOCKFACE,NO,TGS
270, ,D0234, ,POINT,UNCLASSIFIED,FEDEX - LAS CRUCES, , ,98 WESTGATE ST, ,LAS CRUCES,NM,88005,4100,DONA ANA,35013, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  87167574,TGS,-106.80702,32.29899,NAVTEQ,2006Q2,BLOCKFACE, , 
271, ,D0232, ,POINT,UNCLASSIFIED,FEDEX - SANTA FE SPRINGS, , ,9339 ANN ST, ,SANTA FE SPRINGS,CA,90670,2655,LOS ANGELES,06037, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 128801289,TGS,-118.05513,33.95578,NAVTEQ,2006Q2,BLOCKFACE, , 
272, ,G0892, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - SAFFORD,800,742-5877,807 S 6TH AVE, ,SAFFORD,AZ,85546,2940,GRAHAM,04009, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  85435115,TGS,-109.7134,32.83129,NAVTEQ,2006Q2,BLOCKFACE, , 
273, ,D0083, ,POINT,UNCLASSIFIED,FEDEX - CANOGA PARK, , ,21300 VANOWEN ST, ,CANOGA PARK,CA,91303,2825,LOS ANGELES,06037, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  24587007,TGS,-118.59582,34.19346,NAVTEQ,2006Q2,BLOCKFACE, , 
274, ,D0076, ,POINT,UNCLASSIFIED,FEDEX - CORPUS CHRISTI, , ,201 S PADRE ISLAND DR, ,CORPUS CHRISTI,TX,78405,4104,NUECES,48355, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  88540249,TGS,-97.46764,27.76276,NAVTEQ,2006Q2,BLOCKFACE, , 
275, ,D0075, ,POINT,UNCLASSIFIED,FEDEX - SIOUX FALLS, , ,201 E BENSON RD, ,SIOUX FALLS,SD,57104,0775,MINNEHAHA,46099, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 116425232,TGS,-96.7266,43.58715,NAVTEQ,2006Q2,BLOCKFACE, , 
276, ,D0073, ,POINT,UNCLASSIFIED,FEDEX - AUSTIN, , ,2001 W HOWARD LANE, ,AUSTIN,TX,78728,7612,TRAVIS,48453, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  18165591,TGS,-97.68439,30.43033,NAVTEQ,2006Q2,BLOCKFACE, , 
277, ,G0307, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - SALINA,800,742-5877,188 S 800 W, ,SALINA,UT,84654,1075,SEVIER,49041, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)",  39675016,TGS,-111.86047,38.95517,NAVTEQ,2006Q2,BLOCKFACE, , 
278, ,G0214, ,POINT,UNCLASSIFIED,UPS CUSTOMER CENTER - SALINA,800,742-5877,1502 W NORTH ST, ,SALINA,KS,67401,9301,SALINE,20169, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",492110,"COURIER SERVICES (I.E., INTERCITY NETWORK)", 124843014,TGS,-97.62869,38.84922,NAVTEQ,2006Q2,BLOCKFACE, , 
279, ,A0141, ,POINT,UNCLASSIFIED,"ABF FREIGHT SYSTEM - LINCOLN, NEBRASKA",402,477-0202,3210 SUPERIOR ST, ,LINCOLN,NE,68504,1112,LANCASTER,31109, , , , ,, ,2006/08/23 00:00:00+00,AUTO,"IMPORTANT INDUSTRY, MAIL AND SHIPPING, MAIL AND SHIPPING, PRIVATE AND EXPRESS SHIPPING FACILITIES",4841,GENERAL FREIGHT TRUCKING,  37366064,TGS,-96.6752,40.85738,NAVTEQ,2006Q2,BLOCKFACE, , 
